Name,Address,City,State,Zip Code,Phone Number,Full Address,Rating,Review Count,URL
GlasDore Lofts,30 Dore St,San Francisco,CA,94103,+1-415-431-5638,"30 Dore St,SoMa,San Francisco, CA 94103",2.0,2,http://www.yelp.com/biz/glasdore-lofts-san-francisco
350 Union Apartments,350 Union St,San Francisco,CA,94133,+1-415-421-4333,"350 Union St,North Beach/Telegraph Hill,San Francisco, CA 94133",1.0,1,http://www.yelp.com/biz/350-union-apartments-san-francisco
Mission Place,250 King St,San Francisco,CA,94107,+1-415-974-1500,"250 King St,SoMa,San Francisco, CA 94107",3.0,1,http://www.yelp.com/biz/mission-place-san-francisco
S F Housing Authority,Civic Center,San Francisco,CA,94102,+1-415-554-1200,"Civic Center,San Francisco, CA 94102",4.5,2,http://www.yelp.com/biz/s-f-housing-authority-san-francisco
Crystal Tower,2140 Taylor St,San Francisco,CA,94133,+1-415-885-0333,"2140 Taylor St,Russian Hill,San Francisco, CA 94133",2.0,9,http://www.yelp.com/biz/crystal-tower-san-francisco
Cathedral Hill Plaza,1333 Gough St,San Francisco,CA,94109,+1-415-346-3124,"1333 Gough St,Japantown,San Francisco, CA 94109",1.5,11,http://www.yelp.com/biz/cathedral-hill-plaza-san-francisco
Azure Apartments,690 Long Bridge St,San Francisco,CA,94158,+1-415-872-8109,"690 Long Bridge St,SoMa,San Francisco, CA 94158",5.0,1,http://www.yelp.com/biz/azure-apartments-san-francisco
Arc Light Apartments,21 Clarence Place,San Francisco,CA,94107,+1-415-882-0900,"21 Clarence Place,SoMa,San Francisco, CA 94107",3.0,1,http://www.yelp.com/biz/arc-light-apartments-san-francisco-2
Centerstone Realty,1965 Market Street,San Francisco,CA,94103,+1-415-626-9944,"1965 Market Street,Hayes Valley,San Francisco, CA 94103",2.5,11,http://www.yelp.com/biz/centerstone-realty-san-francisco
The Terraces Apartments,1330 Bush St,San Francisco,CA,94109,+1-415-749-0101,"1330 Bush St,Nob Hill,San Francisco, CA 94109",1.0,2,http://www.yelp.com/biz/the-terraces-apartments-san-francisco
Shipley Square,821 Folsom Street,San Francisco,CA,94107,+1-415-896-5832,"821 Folsom Street,SoMa,San Francisco, CA 94107",3.5,3,http://www.yelp.com/biz/shipley-square-san-francisco
Potrero Court,2225 23rd St,San Francisco,CA,94107,+1-415-550-9902,"2225 23rd St,Potrero Hill,San Francisco, CA 94107",1.0,1,http://www.yelp.com/biz/potrero-court-san-francisco
Portside Homeowners Assn,38 Bryant St,San Francisco,CA,94105,+1-415-777-1696,"38 Bryant St,SoMa,San Francisco, CA 94105",5.0,3,http://www.yelp.com/biz/portside-homeowners-assn-san-francisco
San Francisco Housing Authority,1815 Egbert Ave,San Francisco,CA,94124,+1-415-715-3280,"1815 Egbert Ave,Bayview-Hunters Point,San Francisco, CA 94124",1.5,2,http://www.yelp.com/biz/san-francisco-housing-authority-san-francisco
797 Bush Apartments,797 Bush St,San Francisco,CA,94108,+1-415-986-3929,"797 Bush St,Union Square,San Francisco, CA 94108",1.5,3,http://www.yelp.com/biz/797-bush-apartments-san-francisco
Parkmerced,3711 19th Ave,San Francisco,CA,94132,+1-877-243-5544,"3711 19th Ave,Parkmerced,San Francisco, CA 94132",1.5,272,http://www.yelp.com/biz/parkmerced-san-francisco
The Parc Esprit Rental Homes,840 Minnesota St,San Francisco,CA,94107,+1-415-829-3433,"840 Minnesota St,Dogpatch,San Francisco, CA 94107",1.0,1,http://www.yelp.com/biz/the-parc-esprit-rental-homes-san-francisco
Mireya Letayf,2572 Mcallister St,San Francisco,CA,94118,+1-415-812-8067,"2572 Mcallister St,Inner Richmond,San Francisco, CA 94118",3.5,3,http://www.yelp.com/biz/mireya-letayf-san-francisco
77 Bluxome Apartments,77 Bluxome Street,San Francisco,CA,94107,+1-415-957-5887,"77 Bluxome Street,SoMa,San Francisco, CA 94107",2.5,5,http://www.yelp.com/biz/77-bluxome-apartments-san-francisco
Westside Courts,2501 Sutter Street,San Francisco,CA,94115,+1-415-567-7918,"2501 Sutter Street,Lower Pacific Heights,San Francisco, CA 94115",2.0,1,http://www.yelp.com/biz/westside-courts-san-francisco
Tower Two at One Rincon Hill,401 Harrison St,San Francisco,CA,94105,+1-415-528-2878,"401 Harrison St,SoMa,San Francisco, CA 94105",5.0,1,http://www.yelp.com/biz/tower-two-at-one-rincon-hill-san-francisco
The Gantry,2121 3rd St,San Francisco,CA,94107,+1-877-318-7339,"2121 3rd St,Dogpatch,San Francisco, CA 94107",1.0,1,http://www.yelp.com/biz/the-gantry-san-francisco
Jasper,45 Lansing St,San Francisco,CA,94105,+1-415-227-4000,"45 Lansing St,SoMa,San Francisco, CA 94105",5.0,3,http://www.yelp.com/biz/jasper-san-francisco
Trinity Place,1188 Mission St,San Francisco,CA,94103,+1-866-865-2089,"1188 Mission St,SoMa,San Francisco, CA 94103",2.0,8,http://www.yelp.com/biz/trinity-place-san-francisco-5
The Melbourne,1350 Pine St,San Francisco,CA,94109,+1-917-292-3665,"1350 Pine St,Nob Hill,San Francisco, CA 94109",1.0,3,http://www.yelp.com/biz/the-melbourne-san-francisco
Warrington Apts,775 Post St,San Francisco,CA,94109,+1-415-775-1202,"775 Post St,Lower Nob Hill,San Francisco, CA 94109",3.5,3,http://www.yelp.com/biz/warrington-apts-san-francisco
MRM - Mavericks Realty Management,268 Bush St,San Francisco,CA,94104,+1-415-691-7663,"268 Bush St,Ste 4200,Financial District,San Francisco, CA 94104",5.0,15,http://www.yelp.com/biz/mrm-mavericks-realty-management-san-francisco-3
Telegraph Landing North,150 Lombard Street,San Francisco,CA,94111,+1-415-788-1319,"150 Lombard Street,North Beach/Telegraph Hill,San Francisco, CA 94111",5.0,1,http://www.yelp.com/biz/telegraph-landing-north-san-francisco
Prince Hall Apartments,1170 McAllister Street Apt 405,San Francisco,CA,94115,+1-415-922-2775,"1170 McAllister Street Apt 405,Fillmore,San Francisco, CA 94115",1.0,1,http://www.yelp.com/biz/prince-hall-apartments-san-francisco-2
Cathedral Hill Tower,1200 Gough Street Ofc,San Francisco,CA,94109,+1-415-771-5654,"1200 Gough Street Ofc,SoMa,San Francisco, CA 94109",5.0,1,http://www.yelp.com/biz/cathedral-hill-tower-san-francisco
Potrero Court Hoa,2225 23rd St,San Francisco,CA,94107,+1-415-647-2211,"2225 23rd St,Unit 108,Potrero Hill,San Francisco, CA 94107",2.5,2,http://www.yelp.com/biz/potrero-court-hoa-san-francisco
The Normandy Apartments,1155 Ellis Street,San Francisco,CA,94109,+1-415-921-3038,"1155 Ellis Street,Fillmore,San Francisco, CA 94109",1.5,3,http://www.yelp.com/biz/the-normandy-apartments-san-francisco
Terra Vista Apartments,Terra Vista & Fortuna,San Francisco,CA,94115,+1-415-441-2105,"Terra Vista & Fortuna,O'Farrell & Fortuna,Lower Pacific Heights,San Francisco, CA 94115",5.0,1,http://www.yelp.com/biz/terra-vista-apartments-san-francisco
McAllister Tower,100 McAllister St,San Francisco,CA,94102,+1-415-557-0985,"100 McAllister St,Civic Center,San Francisco, CA 94102",1.0,1,http://www.yelp.com/biz/mcallister-tower-san-francisco
Hastings Tower,Hastings College of the Law Student Residence Tower,San Francisco,CA,94102,+1-415-557-0985,"Hastings College of the Law Student Residence Tower,100 McAllister St,Civic Center,San Francisco, CA 94102",3.5,6,http://www.yelp.com/biz/hastings-tower-san-francisco
Dattani & Company,2218 Lombard Street,San Francisco,CA,94123,+1-415-202-0683,"2218 Lombard Street,Marina/Cow Hollow,San Francisco, CA 94123",2.0,7,http://www.yelp.com/biz/dattani-and-company-san-francisco
Mariposa Gardens Apartments,2445 Mariposa Street,San Francisco,CA,94110,+1-415-864-4836,"2445 Mariposa Street,Mission,San Francisco, CA 94110",2.0,1,http://www.yelp.com/biz/mariposa-gardens-apartments-san-francisco
Jackson Group Property Management,1806 Balboa Street,San Francisco,CA,94121,+1-415-379-9035,"1806 Balboa Street,Outer Richmond,San Francisco, CA 94121",2.5,19,http://www.yelp.com/biz/jackson-group-property-management-san-francisco
"ASIAN, Inc.",1167 Mission St,San Francisco,CA,94103,+1-415-928-5910,"1167 Mission St,4th Fl,SoMa,San Francisco, CA 94103",3.0,2,http://www.yelp.com/biz/asian-inc-san-francisco
Pierre Suites-Nob Hill,835 Pine Street,San Francisco,CA,94108,+1-415-544-0252,"835 Pine Street,Nob Hill,San Francisco, CA 94108",4.0,1,http://www.yelp.com/biz/pierre-suites-nob-hill-san-francisco
University Park South,21 Buckingham Way,San Francisco,CA,94132,+1-415-564-4000,"21 Buckingham Way,Stonestown,San Francisco, CA 94132",1.5,3,http://www.yelp.com/biz/university-park-south-san-francisco
4205 24th Street Apartments,4205 24th St,San Francisco,CA,94114,+1-415-891-9533,"4205 24th St,Noe Valley,San Francisco, CA 94114",1.0,1,http://www.yelp.com/biz/4205-24th-street-apartments-san-francisco
The John Stewart Company,1388 Sutter St,San Francisco,CA,94109,+1-415-345-4400,"1388 Sutter St,Lower Pacific Heights,San Francisco, CA 94109",1.5,12,http://www.yelp.com/biz/the-john-stewart-company-san-francisco
Shamrock Realty,630 Taraval St,San Francisco,CA,94116,+1-415-661-7940,"630 Taraval St,Parkside,San Francisco, CA 94116",1.0,1,http://www.yelp.com/biz/shamrock-realty-san-francisco
The Abbey Apartments,450 Jones St,San Francisco,CA,94103,+1-415-474-6789,"450 Jones St,Tenderloin,San Francisco, CA 94103",2.5,2,http://www.yelp.com/biz/the-abbey-apartments-san-francisco
The Villages At Treasure Island,410 Palm Ave,San Francisco,CA,94130,+1-415-834-0211,"410 Palm Ave,Bldg 1, Ste 168,San Francisco, CA 94130",1.5,2,http://www.yelp.com/biz/the-villages-at-treasure-island-san-francisco
Brocklebank Apartments,1000 Mason Street Ofc,San Francisco,CA,94108,+1-415-421-2200,"1000 Mason Street Ofc,SoMa,San Francisco, CA 94108",4.0,1,http://www.yelp.com/biz/brocklebank-apartments-san-francisco
Crest Royal Apartments,1310 Jones Street,San Francisco,CA,94109,+1-415-928-1402,"1310 Jones Street,Nob Hill,San Francisco, CA 94109",2.0,1,http://www.yelp.com/biz/crest-royal-apartments-san-francisco
Emme,6350 Christie Ave,Emeryville,CA,94608,+1-866-487-7201,"6350 Christie Ave,Emeryville, CA 94608",4.5,23,http://www.yelp.com/biz/emme-emeryville-2
2090 Castro Street,2090 Castro St,San Francisco,CA,94131,+1-415-821-9443,"2090 Castro St,Noe Valley,San Francisco, CA 94131",1.0,1,http://www.yelp.com/biz/2090-castro-street-san-francisco
Saratoga Apartments,1008 Larkin St,San Francisco,CA,94109,+1-866-923-5210,"1008 Larkin St,Lower Nob Hill,San Francisco, CA 94109",1.5,2,http://www.yelp.com/biz/saratoga-apartments-san-francisco
Britton W J & Co.,1345 Mission St,San Francisco,CA,94103,+1-415-934-1151,"1345 Mission St,SoMa,San Francisco, CA 94103",1.0,1,http://www.yelp.com/biz/britton-w-j-and-co-san-francisco
Val Mar Apartments,1751 Market St,San Francisco,CA,94103,+1-415-621-2750,"1751 Market St,Hayes Valley,San Francisco, CA 94103",1.0,1,http://www.yelp.com/biz/val-mar-apartments-san-francisco
Matsonia Gardens Apartments,825 Post St,San Francisco,CA,94109,+1-415-673-6050,"825 Post St,Apt 215,Lower Nob Hill,San Francisco, CA 94109",1.0,2,http://www.yelp.com/biz/matsonia-gardens-apartments-san-francisco
Bently Nob Hill,1360 Jones St,San Francisco,CA,94108,+1-415-776-7260,"1360 Jones St,Nob Hill,San Francisco, CA 94108",5.0,1,http://www.yelp.com/biz/bently-nob-hill-san-francisco
Martin Luther King Marcus Garvey Square Company-Op Apts,1680 Eddy Street,San Francisco,CA,94115,+1-415-921-3321,"1680 Eddy Street,Western Addition,San Francisco, CA 94115",1.0,1,http://www.yelp.com/biz/martin-luther-king-marcus-garvey-square-company-op-apts-san-francisco
Yerba Buena Commons,88 Perry St,San Francisco,CA,94107,+1-415-947-0999,"88 Perry St,SoMa,San Francisco, CA 94107",3.0,3,http://www.yelp.com/biz/yerba-buena-commons-san-francisco
O'neill Maureen,330 Parnassus Avenue,San Francisco,CA,94117,+1-415-504-6409,"330 Parnassus Avenue,Inner Sunset,San Francisco, CA 94117",1.0,7,http://www.yelp.com/biz/o-neill-maureen-san-francisco
Central Apts,574 3rd St,San Francisco,CA,94107,+1-415-981-2605,"574 3rd St,Ste 101,SoMa,San Francisco, CA 94107",5.0,1,http://www.yelp.com/biz/central-apts-san-francisco
Lantern Lofts Apartments,1168 Folsom St,San Francisco,CA,94103,+1-415-491-1125,"1168 Folsom St,SoMa,San Francisco, CA 94103",1.0,1,http://www.yelp.com/biz/lantern-lofts-apartments-san-francisco-2
The Grand,100 Grand Ave,Oakland,CA,94612,+1-866-466-7535,"100 Grand Ave,Oakland, CA 94612",4.5,37,http://www.yelp.com/biz/the-grand-oakland
Bon Aire Apartments,146 McAllister St,San Francisco,CA,94102,+1-415-626-5122,"146 McAllister St,Civic Center,San Francisco, CA 94102",4.0,1,http://www.yelp.com/biz/bon-aire-apartments-san-francisco
Oasis Apartments,351 Turk St,San Francisco,CA,94102,+1-415-885-3343,"351 Turk St,Civic Center,San Francisco, CA 94102",3.0,2,http://www.yelp.com/biz/oasis-apartments-san-francisco
FOS Company,2459 Lombard St,San Francisco,CA,94123,+1-415-655-9050,"2459 Lombard St,Marina/Cow Hollow,San Francisco, CA 94123",1.0,1,http://www.yelp.com/biz/fos-company-san-francisco
Edward Dougherty,SoMa,San Francisco,CA,,+1-415-601-3889,"SoMa,San Francisco, CA",1.0,3,http://www.yelp.com/biz/edward-dougherty-san-francisco
Thirty Three Hundred Scott Street Apartments,3300 Scott Street,San Francisco,CA,94123,+1-415-776-4334,"3300 Scott Street,Marina/Cow Hollow,San Francisco, CA 94123",1.0,1,http://www.yelp.com/biz/thirty-three-hundred-scott-street-apartments-san-francisco
Peninsula View Apartments,572 King Dr,Daly City,CA,94015,+1-650-878-9570,"572 King Dr,Daly City, CA 94015",5.0,4,http://www.yelp.com/biz/peninsula-view-apartments-daly-city
Emeric-Goodman Building,1117 Geary Blvd,San Francisco,CA,94109,+1-415-771-9612,"1117 Geary Blvd,Fillmore,San Francisco, CA 94109",2.5,3,http://www.yelp.com/biz/emeric-goodman-building-san-francisco
Valerie Lee Landlord,1153 Mission St,San Francisco,CA,94103,+1-415-378-6928,"1153 Mission St,SoMa,San Francisco, CA 94103",1.0,2,http://www.yelp.com/biz/valerie-lee-landlord-san-francisco
Landmark Realty,641 O'Farrell Street,San Francisco,CA,94109,+1-415-776-0344,"641 O'Farrell Street,Tenderloin,San Francisco, CA 94109",5.0,3,http://www.yelp.com/biz/landmark-realty-san-francisco-3
Pacific Place Apartments,2665 Geneva Ave,Daly City,CA,94014,+1-415-715-8173,"2665 Geneva Ave,Daly City, CA 94014",3.0,9,http://www.yelp.com/biz/pacific-place-apartments-daly-city-2
Beach Royale,2450 Union St,San Francisco,CA,94123,+1-415-931-2488,"2450 Union St,Ste 102,Marina/Cow Hollow,San Francisco, CA 94123",1.0,1,http://www.yelp.com/biz/beach-royale-san-francisco
Essex On Lake Merritt,1 Lakeside Dr,Oakland,CA,94612,+1-510-267-0791,"1 Lakeside Dr,Lake Merritt,Oakland, CA 94612",4.5,10,http://www.yelp.com/biz/essex-on-lake-merritt-oakland
The Ellington,222 Broadway,Oakland,CA,94607,+1-510-835-8885,"222 Broadway,Jack London Square,Oakland, CA 94607",4.0,9,http://www.yelp.com/biz/the-ellington-oakland
88 Hillside Apartments,6543 Mission Boulevard,Daly City,CA,94014,+1-650-758-4888,"6543 Mission Boulevard,Daly City, CA 94014",2.5,13,http://www.yelp.com/biz/88-hillside-apartments-daly-city-2
The Baumeister Collective/Hauser Architects,60 Rausch St,San Francisco,CA,94199,+1-415-701-0554,"60 Rausch St,Ste 201,SoMa,San Francisco, CA 94199",2.5,3,http://www.yelp.com/biz/the-baumeister-collective-hauser-architects-san-francisco
Landmark Realty,550 15th St,San Francisco,CA,94103,+1-415-699-2459,"550 15th St,Mission,San Francisco, CA 94103",1.0,1,http://www.yelp.com/biz/landmark-realty-san-francisco-5
Meridian Management Group,1145 Bush St,San Francisco,CA,94109,+1-415-434-9700,"1145 Bush St,Lower Nob Hill,San Francisco, CA 94109",2.0,17,http://www.yelp.com/biz/meridian-management-group-san-francisco-2
Panomar Apartments,1100 Pacific Marina,Alameda,CA,94501,+1-844-206-9883,"1100 Pacific Marina,Alameda, CA 94501",3.5,12,http://www.yelp.com/biz/panomar-apartments-alameda
Avalon Berkeley,651 Addison St,Berkeley,CA,94710,+1-877-655-9101,"651 Addison St,West Berkeley,Berkeley, CA 94710",4.5,14,http://www.yelp.com/biz/avalon-berkeley-berkeley
Pacific Park Plaza Homeowner Association,6363 Christie Ave,Emeryville,CA,94608,+1-510-428-2451,"6363 Christie Ave,Ste 211,Emeryville, CA 94608",4.0,18,http://www.yelp.com/biz/pacific-park-plaza-homeowner-association-emeryville
Cecil Williams-GLIDE Community House,333 Taylor St,San Francisco,CA,94102,+1-415-674-6100,"333 Taylor St,Tenderloin,San Francisco, CA 94102",2.5,2,http://www.yelp.com/biz/cecil-williams-glide-community-house-san-francisco
Ben Hur Apts,400 Hyde Street,San Francisco,CA,94109,+1-415-474-8052,"400 Hyde Street,Tenderloin,San Francisco, CA 94109",3.0,2,http://www.yelp.com/biz/ben-hur-apts-san-francisco
South Shore Apartments,901 Shorepoint Ct,Alameda,CA,94501,+1-866-206-6105,"901 Shorepoint Ct,Alameda, CA 94501",3.5,90,http://www.yelp.com/biz/south-shore-apartments-alameda
Park Central Apartments,773 Esterbrook Ct,Alameda,CA,94501,+1-510-865-0972,"773 Esterbrook Ct,Alameda, CA 94501",4.5,4,http://www.yelp.com/biz/park-central-apartments-alameda
Bakery Lofts,4600 Adeline St,Emeryville,CA,94608,+1-510-653-2385,"4600 Adeline St,North Oakland,Emeryville, CA 94608",3.5,19,http://www.yelp.com/biz/bakery-lofts-emeryville-2
Park Webster Condominiums,1333 Webster St,Alameda,CA,94501,+1-510-523-9232,"1333 Webster St,Alameda, CA 94501",4.5,2,http://www.yelp.com/biz/park-webster-condominiums-alameda
Parc on Powell Apartments,1333 Powell St,Emeryville,CA,94608,+1-866-995-5616,"1333 Powell St,Emeryville, CA 94608",5.0,6,http://www.yelp.com/biz/parc-on-powell-apartments-emeryville
Portafino Apartments,215 Main St,Sausalito,CA,94965,+1-415-721-3877,"215 Main St,Sausalito, CA 94965",5.0,1,http://www.yelp.com/biz/portafino-apartments-sausalito
Avenue 64,6399 Christie Avenue,Emeryville,CA,94608,+1-877-620-0667,"6399 Christie Avenue,Emeryville, CA 94608",3.0,60,http://www.yelp.com/biz/avenue-64-emeryville
Harbor Point Apartments,2 Harbor Point Dr,Mill Valley,CA,94941,+1-415-383-1777,"2 Harbor Point Dr,Mill Valley, CA 94941",5.0,2,http://www.yelp.com/biz/harbor-point-apartments-mill-valley
La Terrazza Apartments,7800 El Camino Real,Colma,CA,94014,+1-650-992-3500,"7800 El Camino Real,Colma, CA 94014",2.0,32,http://www.yelp.com/biz/la-terrazza-apartments-colma-2
Jackson Lake Apartments,1533 Jackson St,Oakland,CA,94612,+1-510-832-7636,"1533 Jackson St,Lake Merritt,Oakland, CA 94612",4.0,9,http://www.yelp.com/biz/jackson-lake-apartments-oakland
Hillside Courtyard Apartments,415 A St,Daly City,CA,94014,+1-650-991-0777,"415 A St,Daly City, CA 94014",2.5,14,http://www.yelp.com/biz/hillside-courtyard-apartments-daly-city
Lands End Apartments,100 Esplanade Ave,Pacifica,CA,94044,+1-650-355-3400,"100 Esplanade Ave,Pacifica, CA 94044",3.5,41,http://www.yelp.com/biz/lands-end-apartments-pacifica-2
Bel Aire Courtyard Apartments,306 Lee St Near Grand Ave,Oakland,CA,94610,+1-415-385-4114,"306 Lee St Near Grand Ave,Lake Merritt / Respected Adams Point Neighborhood,Lower Hills,Oakland, CA 94610",5.0,6,http://www.yelp.com/biz/bel-aire-courtyard-apartments-oakland
Neptune Court Apartments,600 Central Ave,Alameda,CA,94501,+1-510-865-8162,"600 Central Ave,Apt 14,Alameda, CA 94501",3.5,6,http://www.yelp.com/biz/neptune-court-apartments-alameda
1200 Lakeshore Apartments,1200 Lakeshore Ave,Oakland,CA,94606,+1-510-834-1200,"1200 Lakeshore Ave,East Oakland,Oakland, CA 94606",3.5,15,http://www.yelp.com/biz/1200-lakeshore-apartments-oakland
